Country_Region,Deaths,Confirmed,Incident_Rate,Case_Fatality_Ratio
China,6,10483,112.23768736616702,0.057235524182008966
China,7,3292,4.356802541026998,0.212636695018226
China,18,6603,17.500662602703418,0.2726033621081327
China,23,9948,10.35710567412806,0.2312022517088862
China,13467,2876106,38363.48677628936,0.4682372624652916
China,4515,72131,121.90468142639853,6.259444621591271
China,4,7437,10.779823162777214,0.053785128411994086
China,1,8847,34.913180741910026,0.011303266644060133
China,0,5075,6.303564774562166,0.0
China,2,3423,7.364457831325301,0.05842827928717499
China,5,40764,150.75443786982248,0.012265724659012855
China,2,3547,8.137187428309245,0.05638567803777841
China,121,3514,541.1632082939345,3.4433693796243596
China,0,1276,18.546511627906977,0.0
China,0,782,12.96849087893864,0.0
China,5,7326,18.959627329192543,0.06825006825006825
China,10,5880,5.85249328157659,0.17006802721088435
China,595,67040,276.5676567656766,0.8875298329355609
China,1,7167,19.2764927380312,0.013952839402818473
China,12,14567,17.464332813811293,0.08237797762064941
China,3,4392,28.15384615384616,0.06830601092896176
China,0,1647,47.877906976744185,0.0
China,82195,1521816,,5.401112880926472
China,3,3089,12.420587052673904,0.09711880867594691
China,4,9743,20.17184265010352,0.041055116493893054
China,1,11848,20.65190866306432,0.008440243079000676
Colombia,265,7851,10250.819308255755,3.3753661953891223
Colombia,18617,950809,14839.922948003636,1.9580168046368933
Colombia,569,17130,6533.828678663788,3.321657910099241
Colombia,10230,417897,16481.727395241287,2.447971629372788
Colombia,3276,203497,9830.250566395023,1.6098517422861272
Colombia,2903,130254,10699.57022316852,2.2287223425000384
Colombia,2580,119792,12000.140244727048,2.1537331374382265
Colombia,30051,1874877,25293.22504514631,1.6028251453295337
Colombia,1041,25704,6402.167929881018,4.049953314659197
Colombia,1029,43079,10244.611228430644,2.388634833677662
Colombia,1854,76788,5243.334189150065,2.414439756211908
Colombia,2694,109404,9112.6411199976,2.462432817812877
Colombia,430,18891,3532.176820124676,2.276216187602562
Colombia,3961,122594,6868.846240691445,3.230990097394652
Colombia,7398,330221,11312.580077148124,2.2403178477443895
Colombia,37,2795,5809.120006650871,1.3237924865831843
Colombia,105,5683,6866.263124192009,1.8476156959352454
Colombia,3593,103346,9391.795242760269,3.4766706016681828
Colombia,1548,58097,6597.733260652312,2.6645093550441503
Colombia,3655,117751,8775.953123765601,3.1040076092772035
Colombia,2609,107879,10375.75428816549,2.4184503007999703
Colombia,3418,108552,6657.214067038229,3.14872135013634
Colombia,5192,125260,8397.19271242196,4.144978444834743
Colombia,791,21998,6317.9601472792965,3.5957814346758794
Colombia,2086,73182,13554.631934566143,2.8504277008007435
Colombia,2514,110026,11662.696986753246,2.284914474760511
Colombia,157,10375,16930.483028720628,1.5132530120481928
Colombia,8382,295934,13544.900603569053,2.8323883027972454
Colombia,1747,67157,7421.786502487117,2.601366946111351
Colombia,4092,127417,9578.878759151909,3.211502389791001
Colombia,0,0,,
Colombia,15428,569412,12721.77173413264,2.7094616903050865
Colombia,22,1964,4814.079466627448,1.120162932790224
Colombia,65,3477,3225.1780943900267,1.8694276675294794
Comoros,161,9008,1035.8845209551573,1.7873001776198933
Congo (Brazzaville),388,25087,454.6317821449878,1.5466177701598438
Congo (Kinshasa),1464,95749,106.90877512371289,1.5289976918818995
Costa Rica,9245,1209725,23747.50545433416,0.7642232738845606
Cote d'Ivoire,834,88263,334.6048974013653,0.9449033003636857
Croatia,17987,1269326,30919.44301809285,1.4170512539725808
Cuba,8530,1112643,9823.260539599823,0.7666430292555654
Cyprus,1330,650685,53893.16037208424,0.2043999784842128
Czechia,42491,4618256,43125.07015139254,0.920065929649634
Denmark,28,34658,70926.02066919062,0.08078942812626233
Denmark,21,11971,21086.09878108927,0.1754239411912121
Denmark,8296,3404407,58775.68517539872,0.2436841423484325
Diamond Princess,13,712,,1.8258426966292134
Djibouti,189,15690,1588.0534654788148,1.2045889101338432
Dominica,74,15760,21891.625342056646,0.46954314720812185
Dominican Republic,4384,660790,6091.407151095733,0.6634482967357255
Ecuador,36014,1057121,5991.710054831759,3.406800167625087
Egypt,24812,515759,503.9937546711442,4.810774024302048
El Salvador,4230,201785,3110.9890057369485,2.0962906063384295
Equatorial Guinea,183,17229,1228.0245334055603,1.062162632770329
Eritrea,103,10189,287.3032491575324,1.0108941014819903
Estonia,2946,615433,46393.88664788596,0.4786873632060679
Eswatini,1425,74267,6401.422557500491,1.9187526088303015
Ethiopia,7572,500116,435.0212362466121,1.5140487406921594
Fiji,883,68898,7685.700389539113,1.2816046909924816
Finland,8967,1463644,26416.14317855556,0.6126489774835957
France,413,98041,32824.5424900061,0.42125233320753563
France,649,78055,27787.07316378549,0.8314649926333996
France,1010,201886,50455.48038497777,0.500282337556839
France,1092,229020,61028.87292979628,0.47681425203039035
France,187,42004,15396.626993581684,0.4451956956480335
France,314,80017,28027.85376771948,0.3924166114700626
France,921,494595,55243.00017424172,0.18621296212052285
France,6,5441,55042.99443601416,0.11027384671935306
France,2,3452,59568.59361518551,0.05793742757821553
France,63,12271,31741.638428309063,0.513405590416429
France,7,3427,22414.80803191837,0.20426028596440035
France,161512,38618509,59164.13536933634,0.4182243286502853
Gabon,306,48981,2200.673217931392,0.6247320389538801
Gambia,372,12598,521.2971269485539,2.9528496586759805
Georgia,16971,1827537,45812.4048205456,0.9286268896334247
Germany,19297,5063979,45746.99763756972,0.3810639815054525
Germany,28680,6741523,51553.61959622752,0.4254231573488661
Germany,5564,1430661,39251.8325977701,0.38891113967599594
Germany,6506,1113946,44346.44934526101,0.5840498551994442
Germany,968,303612,44453.61983993816,0.31882797781378863
Germany,3614,807013,43831.316781258094,0.44782426057572805
Germany,12436,2928587,46739.168078695024,0.42464164458832876
Germany,2770,711570,44205.81794461615,0.38928004272243066
Germany,13718,3860773,48365.77701477041,0.35531744549601857
Germany,31400,8048396,44881.23925458651,0.39013984898357384
Germany,6971,1769913,43328.778283821855,0.39386116718731373
Germany,2132,492792,49751.39044672992,0.4326368934560626
Germany,16814,1955828,47961.21175976971,0.8596870481453379
Germany,6286,961147,43523.88081261737,0.6540102606573188
Germany,3481,1175406,40577.24758277661,0.29615298883960095
Germany,8298,883914,41243.779585609,0.9387791119950584
Germany,0,0,,
Ghana,1462,171229,551.0549450655546,0.8538273306507659
Greece,34779,5548487,53232.82346367514,0.6268195275576928
Grenada,238,19680,17490.379402589784,1.2093495934959348
Guatemala,20182,1238247,6911.570256191166,1.6298848291172925
Guinea,467,38267,291.3851068379062,1.2203726448375884
Guinea-Bissau,176,8960,455.2850155335524,1.9642857142857142
Guyana,1298,73075,9290.466449433545,1.776257269928156
Haiti,860,34202,299.950896875282,2.51447283784574
Holy See,0,29,3584.672435105068,0.0
Honduras,11111,472250,4767.982740962591,2.352779248279513
Hungary,48762,2196804,22740.418307825286,2.2196791338690205
Iceland,263,209137,61285.567765567765,0.1257548879442662
India,129,10751,2577.9549007759524,1.1998883824760487
India,14733,2339096,4339.422566590567,0.6298587146487361
India,296,66891,4259.330717535903,0.44251095065105917
India,8035,746100,2095.372209972304,1.0769333869454496
India,12303,851427,682.2335776064483,1.4449858883967739
India,1182,99370,8577.670778688844,1.189493811009359
India,14146,1177804,4001.2051814649776,1.2010487313678677
India,4,11591,1882.499301635148,0.03450953325856268
India,26523,2007605,10729.588846557108,1.3211264168001176
India,4013,259167,16338.345153664302,1.5484224457589122
India,11046,1277848,2000.626279905347,0.8644220595876818
India,10714,1056770,3746.787945778667,1.0138440720308108
India,4213,312820,4197.82459770624,1.3467808963621253
India,4785,479513,3524.1931690567326,0.9978874399651313
India,5331,442579,1146.7575175258048,1.2045307165500396
India,40312,4074536,6030.748984728049,0.9893641877259153
India,71589,6831358,19135.755143294533,1.047946835753594
India,231,29425,10727.736073994947,0.7850467289719626
India,52,11415,17717.17704760279,0.45554095488392465
India,10777,1054978,1235.9311057719597,1.021537889889647
India,148424,8138129,6608.616142715846,1.8238098707946262
India,2149,139924,4526.021778754635,1.5358337383150853
India,1625,96788,2874.8540860365165,1.6789271397280654
India,726,238969,19283.450232561143,0.30380509605848455
India,782,35988,1599.6835126539374,2.1729465377348003
India,9205,1336717,2883.569265852645,0.6886274357249889
India,1975,175872,12441.936638600057,1.1229758005822417
India,19289,785724,2606.7956492891017,2.45493328446121
India,9656,1315637,1623.5879818822252,0.7339410490887684
India,500,44325,6421.577078483045,1.1280315848843767
India,38049,3595123,4618.530939379494,1.058350437523278
India,4111,841897,2138.817498744752,0.48830201319163746
India,940,108034,2590.8713955653443,0.8700964511172409
India,0,0,,
India,23648,2128222,894.6517659069191,1.1111622753641301
India,7753,449488,3995.14419255847,1.7248513864663795
India,21533,2118857,2127.167780704178,1.016255462261021
Indonesia,160941,6738225,2463.489250166076,2.388477677726701
Iran,144933,7572311,9015.412281075533,1.9139863642684511
Iraq,25375,2465545,6129.765221224547,1.029184216876999
Ireland,8708,1704502,34519.49007208884,0.5108823574275654
Israel,12329,4803824,55499.98550061747,0.2566497024037517
Italy,3931,651674,49686.18002714284,0.6032157182885921
Italy,1021,199646,35469.35432578451,0.5114051871813109
Italy,3347,631613,32438.135903542185,0.5299130955189333
Italy,11791,2444797,42139.37933968229,0.48228953160528254
Italy,19283,2136671,47913.040026891045,0.9024786689200163
Italy,5998,575033,47319.25083523971,1.0430705716019777
Italy,12787,2385069,40568.7316489207,0.5361270470581774
Italy,5880,661284,42645.87525150905,0.8891792331282777
Italy,45558,4118413,40936.16328452035,1.10620280190452
Italy,4399,714100,46817.90973538473,0.6160201652429632
Italy,719,101826,33318.17274562606,0.7061064953941036
Italy,1610,293808,55194.0757216551,0.5479769100909437
Italy,1647,243951,45057.79268513422,0.6751355805059213
Italy,13828,1719738,39476.0727076402,0.8040759697116654
Italy,9646,1626850,40377.97467543862,0.5929249777176753
Italy,2923,509829,31094.88890827041,0.5733294889070649
Italy,12692,1817733,36355.45254886556,0.6982323586577347
Italy,11574,1589964,42630.4837382472,0.7279410099851318
Italy,2449,438301,49693.14580817786,0.5587484399989961
Italy,567,50448,40144.5100504512,1.123929590865842
Italy,16672,2692762,54888.75127551697,0.6191412386241338
Jamaica,3514,154416,5214.711391916887,2.275670914931095
Japan,4285,2100094,27807.56806027987,0.2040384858963456
Japan,588,199130,20603.42062514873,0.2952844875207151
Japan,640,277922,22298.496996480186,0.2302804383963846
Japan,3874,1456535,23269.629493774304,0.2659736978514076
Japan,683,314430,23478.679674286803,0.21721845879846072
Japan,196,198871,25896.785804043822,0.0985563505991321
Japan,3164,1579850,30955.12080599113,0.2002721777383929
Japan,826,401096,21733.506943033368,0.20593573608313223
Japan,1102,538509,27107.24473682753,0.20463910538171134
Japan,1077,437760,22536.417813324988,0.2460252192982456
Japan,1346,796053,28388.115300852976,0.1690842192668076
Japan,4532,1333535,25400.42959599044,0.3398485978995677
Japan,3796,1461481,26736.739849877154,0.25973652753610893
Japan,1279,634322,22176.71040206524,0.20163260930568386
Japan,501,277113,24358.391735939644,0.18079267302508362
Japan,609,233500,19033.009024988263,0.26081370449678803
Japan,613,251256,26272.47223026789,0.24397427325118604
Japan,877,439610,27436.64781220179,0.19949500693796773
Japan,4249,2207465,23998.702799266124,0.19248323302974227
Japan,584,168352,24118.195662357863,0.34689222581258317
Japan,1292,532492,30470.476954531645,0.24263275316812272
Japan,1645,674377,26108.71957992332,0.24392884098953552
Japan,1038,457736,25702.76975116824,0.22676826817204676
Japan,938,534019,23154.140823330217,0.17564918102164903
Japan,773,318969,29718.50394251007,0.24234329981910468
Japan,861,454729,22195.00290415318,0.1893435430773054
Japan,635,335188,25268.144413519847,0.18944592288506748
Japan,855,344394,25891.891201039303,0.24826216484607747
Japan,431,452535,20355.97942698189,0.09524125205785187
Japan,762,301877,26586.92623261237,0.25242068789606364
Japan,838,488838,25870.11123071403,0.17142693489458674
Japan,926,576111,39645.17523094371,0.16073291431685907
Japan,8401,2818795,31997.716520479404,0.2980351533190601
Japan,8,22118,,0.03616963559092142
Japan,489,260131,31929.23625678308,0.1879822089639451
Japan,3892,1790744,24364.88163519211,0.2173398319357764
Japan,669,372032,26311.668857938403,0.1798232410115259
Japan,296,166928,24754.05800583084,0.17732195916802454
Japan,1375,862305,23666.75925092383,0.1594563408538742
Japan,1058,419841,21708.540375079498,0.2520001619660776
Japan,411,165538,22739.4546805737,0.24828136137926035
Japan,7998,4323708,31059.64134035857,0.18498011429078928
Japan,260,140744,25333.808531242463,0.18473256408798955
Japan,312,235567,22574.65725988067,0.13244639529305888
Japan,0,173,,0.0
Japan,516,237568,25684.887445901488,0.21720096982758622
Japan,355,224910,20870.102610641887,0.15784091414343515
Japan,741,311938,22964.71565209197,0.23754720489328007
Japan,401,189249,23336.531205145533,0.2118901552980465
Jordan,14122,1746997,17122.150632060326,0.808358571880776
Kazakhstan,19071,1498668,7981.527325318545,1.2725300066459015
Kenya,5688,342937,637.7695908412109,1.6586136812300802
Kiribati,18,5014,4263.387922384913,0.35899481451934584
"Korea, North",6,1,0.0038791542590301,600.0
"Korea, South",34093,30615522,59715.252337842016,0.11135854551165256
Kosovo,3211,273312,15097.05772202969,1.174847792998478
Kuwait,2570,663860,15545.022986430597,0.3871298165275811
Kyrgyzstan,2991,206708,3168.3315218699145,1.4469686707819727
Laos,758,218023,2996.650702709181,0.3476697412658298
Latvia,6269,976255,51757.71205841156,0.6421477994991063
Lebanon,10841,1232828,18062.24417407693,0.8793603000580779
Lesotho,723,34790,1623.9919486596348,2.0781833860304686
Liberia,295,8090,159.95485674549798,3.646477132262052
Libya,6437,507187,7381.251867372153,1.2691571353366706
Liechtenstein,89,21432,56197.39360725804,0.4152668906308324
Lithuania,9596,1307448,48027.48861161426,0.7339488836267293
Luxembourg,1220,317367,50699.54758648894,0.38441299820082114
MS Zaandam,2,9,,22.22222222222222
Madagascar,1423,67889,245.1661313005491,2.0960685825391447
Malawi,2686,88707,463.70731138677536,3.027945934368201
Malaysia,4715,398660,10579.58707074996,1.1827120854863793
Malaysia,2740,318825,14585.525412873416,0.8594056300478319
Malaysia,1424,260181,13750.184969876334,0.5473112948293688
Malaysia,1203,145426,15591.937386083411,0.8272248428754143
Malaysia,1537,231174,20419.92756823602,0.664867156341111
Malaysia,1032,182784,10898.81342794109,0.5646008403361344
Malaysia,2125,239281,9516.803881796126,0.8880771979388251
Malaysia,198,19014,7468.185388845248,1.041337961502051
Malaysia,2064,307725,17311.262376237624,0.6707287350718986
Malaysia,3202,406937,10421.722539503677,0.7868539847691411
Malaysia,1788,324659,11520.492530428302,0.5507316907894129
Malaysia,10985,1551065,23709.70207432092,0.7082230596396669
Malaysia,899,133075,10645.14838812895,0.6755588953597595
Malaysia,0,0,,
Malaysia,2865,470285,26444.27575348628,0.6092050565082875
Malaysia,158,22981,23119.71830985916,0.6875244767416562
Malaysia,32,32646,30973.434535104363,0.09802119708386939
Maldives,311,185738,34361.437224119494,0.16744015764140888
Mali,743,33062,163.26241180980497,2.247292964732926
Malta,828,117610,26636.37866643717,0.7040217668565598
Marshall Islands,17,15649,26790.26928937052,0.10863313949773148
Mauritania,997,63668,1369.304422258832,1.565935791920588
Mauritius,1044,296042,23278.00611275493,0.35265266414900587
Mexico,3630,90837,6331.715035531685,3.9961689619868555
Mexico,12508,175704,4833.848161748927,7.1187906934389655
Mexico,2780,128552,15974.98720032608,2.1625490074055636
Mexico,2298,44242,4421.471951805735,5.194159396049003
Mexico,2453,57462,1002.7629992982996,4.268908147993456
Mexico,10239,172643,4541.459697218484,5.930735679987025
Mexico,44044,1858660,20609.08262826622,2.3696641666576994
Mexico,9039,187173,5815.13769448725,4.829222163453062
Mexico,2255,70936,9034.672223120844,3.1789218450434196
Mexico,3696,81548,4363.19820909194,4.532299995094913
Mexico,15219,368546,5917.399559260939,4.129470947995637
Mexico,6879,119037,3255.00239537463,5.778875475692431
Mexico,8647,127406,4127.962094521345,6.786964507166068
Mexico,20146,296024,3520.0333710160407,6.8055292814096155
Mexico,48238,743439,4265.824869360946,6.488494684836281
Mexico,9037,115872,2401.2926594079954,7.799123170394918
Mexico,5461,99708,4877.943776546458,5.476992819031572
Mexico,3274,76268,5918.804629314178,4.292757119630775
Mexico,15503,422027,7522.557762684903,3.6734616505579027
Mexico,6404,157238,3794.725978154708,4.072806827866038
Mexico,16748,221279,3350.4525962869584,7.568725455194573
Mexico,6426,185519,8138.093915829581,3.463796161040109
Mexico,4459,120075,6967.902097131076,3.7135123880907766
Mexico,7666,252685,8816.206594090592,3.0338168074875833
Mexico,9972,182235,5773.006651938084,5.472055313194502
Mexico,10349,201304,6547.014467866441,5.140980805150419
Mexico,6182,221468,8609.770216153951,2.7913739230949846
Mexico,8329,183092,5015.391981925173,4.549079151464837
Mexico,3142,60467,4381.63174061656,5.196222733061009
Mexico,0,0,,
Mexico,17162,235708,2760.0914394167025,7.281042645985711
Mexico,7010,142925,6326.640101491835,4.904670281616232
Mexico,3993,83365,5002.62237867148,4.789779883644215
Micronesia,61,23948,21041.163291306068,0.2547185568732253
Moldova,12003,611140,15173.461711303502,1.964034427463429
Monaco,67,16121,41078.89104066864,0.41560697227219157
Mongolia,2136,1007900,30744.668260179387,0.21192578628832226
Montenegro,2808,288808,45983.99521066392,0.9722722362261433
Morocco,16296,1272490,3447.4959712069376,1.280638747652241
Mozambique,2242,233214,746.1550287174055,0.9613488041026697
Namibia,4090,171156,6735.995995145058,2.38963284956414
Nauru,1,5247,48430.86579287428,0.01905850962454736
Nepal,12020,1001154,3436.045568203628,1.2006144908775274
Netherlands,282,44044,41252.83329899032,0.6402688220870039
Netherlands,41,11804,45017.35250371839,0.3473398847848187
Netherlands,301,45986,28023.15661182205,0.6545470360544513
Netherlands,464,216395,43832.87217277519,0.21442269923057372
Netherlands,341,195741,46272.17088513336,0.17420979764075997
Netherlands,624,292969,45075.13573974893,0.21299181824698177
Netherlands,2952,1053625,50510.510308962046,0.28017558429232414
Netherlands,368,263961,45054.841892173295,0.13941453472293255
Netherlands,2209,566571,50713.43473555788,0.3898893519082339
Netherlands,3783,1305321,50930.312861521175,0.2898137699462431
Netherlands,3508,1414184,49111.677021955344,0.248058244188875
Netherlands,1459,599261,51553.50196058864,0.24346653628385628
Netherlands,91,11020,25698.42824495126,0.8257713248638838
Netherlands,2,0,,
Netherlands,1581,708169,52269.79836644194,0.22325179441630458
Netherlands,402,180656,47108.64485981308,0.22252236294393765
Netherlands,5299,1803128,48618.92158321955,0.29387819389416614
New Zealand,2,7031,40271.49321266968,0.02844545583842981
New Zealand,0,792,48000.0,0.0
New Zealand,2548,2228291,46208.69626166965,0.11434772208836279
Nicaragua,245,15655,236.31779588482485,1.5649952091983392
Niger,315,9508,39.27848545332776,3.312999579301641
Nigeria,3155,266598,129.32887073262643,1.1834297331562877
North Macedonia,9662,346852,16648.523073083164,2.7856261460219343
Norway,5213,1479506,27290.904925476487,0.3523473375572657
Oman,4628,399449,7822.176773608855,1.1585959659430867
Pakistan,793,44343,1096.1430931094983,1.7883318674875404
Pakistan,378,36047,292.01076309208185,1.0486309540322356
Pakistan,191,12095,1193.290343967545,1.5791649441918147
Pakistan,1031,139844,6969.298883867611,0.7372500786590772
Pakistan,6376,225115,737.5168358697996,2.832330142371677
Pakistan,13618,524161,476.4561084827114,2.5980567039516482
Pakistan,8257,595806,1244.2161914750498,1.3858537846211687
Palau,9,5991,33268.54731230564,0.15022533800701052
Panama,8609,1031731,23911.621667723502,0.8344229261309392
Papua New Guinea,670,46825,523.3582060275442,1.430859583555793
Paraguay,19878,808401,11334.000698209473,2.458928180445101
Peru,1409,51138,11981.724461105903,2.7552896085103056
Peru,7382,159243,13488.3110282907,4.635682573174331
Peru,1694,46163,10718.13327141862,3.6696055282369
Peru,10600,291043,19436.55669827701,3.6420735080383313
Peru,2407,55696,8335.228973361269,4.321674806090204
Peru,4605,111937,7700.144458966774,4.113921223545387
Peru,10884,170402,15081.157624568546,6.387248975950986
Peru,5287,146229,10775.108687642767,3.615561892647833
Peru,1300,30172,8259.512729263619,4.308630518361395
Peru,2976,60660,7978.429567276075,4.906033630069238
Peru,9114,130224,13353.568498769484,6.998709915223
Peru,7614,155282,11405.214836577305,4.903337154338558
Peru,11027,181814,9014.974216580722,6.06498949475838
Peru,9486,129893,9909.4446139762,7.302933953330818
Peru,96723,2110001,19852.29336218657,4.584026263494662
Peru,4471,64716,6297.781237835734,6.908647011558193
Peru,888,21303,12257.192174913696,4.168426982115195
Peru,1718,64321,33378.82719252724,2.6709783740924427
Peru,1140,29033,10677.822728944466,3.926566321082906
Peru,13228,181347,8854.833984375,7.294303186708355
Peru,4843,78232,6319.224555735056,6.19056140709684
Peru,3239,70196,7803.023566029346,4.6142230326514335
Peru,2256,66032,17798.382749326145,3.4165253210564575
Peru,1752,33866,13465.606361829026,5.1733301836650325
Peru,3301,45826,7778.984892208454,7.2033343516780866
Peru,195,2784,,7.004310344827586
Philippines,66188,4077452,3720.945088287819,1.6232686491465749
Poland,119010,6444960,17029.16285357696,1.8465591718179788
Portugal,26266,5570473,54630.11735063094,0.4715218976916323
Qatar,688,495090,17184.300222834652,0.1389646326930457
Romania,67736,3346046,17393.18697543706,2.024359497747491
Russia,1029,54892,12107.38989271598,1.87459010420462
Russia,8861,320691,13645.960988562092,2.7630959397051993
Russia,631,40254,18459.8029009965,1.5675460823769067
Russia,766,129144,16174.864483031572,0.59313634392616
